timestamp,AmbientLightSensor
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,24.88937569
1.63565E+12,22.8445015
1.63565E+12,22.8445015
1.63565E+12,22.8445015
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
1.63565E+12,24.88100052
